timestamp,temp_c,humidity_pct,light_raw,sound_avg,sound_amplitude,pir_triggered,accel_x,accel_y,accel_z,accel_magnitude
2026-03-01 2:03:57,19.9,52,3866,206,14,0,-9.544,0.199,1.856,9.725
2026-03-01 2:04:57,19.9,52,3869,206,14,0,-9.491,0.117,1.866,9.674
2026-03-01 2:05:57,19.9,52,3866,206,14,0,-9.489,0.158,1.866,9.672
2026-03-01 2:06:57,19.9,52,3867,206,12,0,-9.525,0.158,1.863,9.707
2026-03-01 2:07:57,19.9,51,3861,207,11,0,-9.518,0.172,1.88,9.703
2026-03-01 2:08:57,19.9,51,3859,206,11,0,-9.508,0.163,1.918,9.701
2026-03-01 2:09:57,19.9,51,3861,206,12,0,-9.57,0.129,1.832,9.745
2026-03-01 2:10:57,19.9,51,3862,206,14,0,-9.511,0.144,1.906,9.701
2026-03-01 2:11:57,19.9,51,3867,206,12,0,-9.52,0.139,1.887,9.706
2026-03-01 2:12:57,19.9,51,3869,206,16,0,-9.499,0.156,1.827,9.674
2026-03-01 2:13:57,19.9,51,3861,206,10,0,-9.508,0.153,1.849,9.688
2026-03-01 2:14:57,19.9,52,3868,206,16,0,-9.547,0.153,1.89,9.733
2026-03-01 2:15:57,19.9,52,3871,206,16,0,-9.491,0.151,1.849,9.671
2026-03-01 2:16:57,19.8,52,3868,206,13,0,-9.513,0.151,1.887,9.7
2026-03-01 2:17:57,19.8,52,3867,206,13,0,-9.511,0.163,1.902,9.7
2026-03-01 2:18:57,19.8,52,3867,206,11,0,-9.511,0.132,1.885,9.696
2026-03-01 2:19:57,19.8,51,3860,206,10,0,-9.508,0.146,1.887,9.695
2026-03-01 2:20:57,19.8,51,3865,206,14,0,-9.556,0.141,1.818,9.729
2026-03-01 2:21:57,19.8,51,3862,206,10,0,-9.477,0.129,1.947,9.676
2026-03-01 2:22:57,19.8,51,3869,206,14,0,-9.491,0.127,1.918,9.684
2026-03-01 2:23:57,19.8,51,3865,206,20,0,-9.491,0.12,1.94,9.688
2026-03-01 2:24:57,19.9,51,3868,206,12,0,-9.47,0.117,1.933,9.666
2026-03-01 2:25:57,19.9,51,3863,206,14,0,-9.463,0.117,1.952,9.663
2026-03-01 2:26:57,19.9,51,3865,206,13,0,-9.511,0.146,1.973,9.714
2026-03-01 2:27:57,19.9,51,3863,206,14,0,-9.494,0.127,1.99,9.701
2026-03-01 2:28:57,19.9,51,3861,206,12,0,-9.506,0.153,1.928,9.701
2026-03-01 2:29:57,19.9,51,3869,206,16,0,-9.513,0.153,1.947,9.711
2026-03-01 2:30:57,19.9,51,3865,206,13,0,-9.491,0.122,1.933,9.687
2026-03-01 2:31:57,19.9,51,3869,206,13,0,-9.53,0.141,1.947,9.728
2026-03-01 2:32:57,19.9,51,3868,206,14,0,-9.496,0.151,1.897,9.685
2026-03-01 2:33:57,19.9,51,3864,206,12,0,-9.537,0.127,1.923,9.73
2026-03-01 2:34:57,19.9,51,3867,206,14,0,-9.511,0.134,1.973,9.714
2026-03-01 2:35:57,19.9,50,3869,206,17,0,-9.515,0.153,1.923,9.709
2026-03-01 2:36:57,19.9,50,3868,206,13,0,-9.52,0.148,1.914,9.712
2026-03-01 2:37:57,19.9,50,3868,206,12,0,-9.491,0.153,1.933,9.687
2026-03-01 2:38:57,19.8,50,3864,206,12,0,-9.523,0.17,1.93,9.718
2026-03-01 2:39:57,19.8,50,3865,206,12,0,-9.523,0.137,1.942,9.72
2026-03-01 2:40:57,19.8,50,3864,206,14,0,-9.499,0.172,1.909,9.69
2026-03-01 2:41:57,19.8,50,3865,206,13,0,-9.468,0.144,1.978,9.673
2026-03-01 2:42:57,19.9,50,3871,206,14,0,-9.508,0.115,1.945,9.706
2026-03-01 2:43:57,19.9,50,3871,206,14,0,-9.525,0.122,1.952,9.724
2026-03-01 2:44:57,19.9,51,3860,206,14,0,-9.484,0.144,1.981,9.69
2026-03-01 2:45:57,19.9,51,3868,206,14,0,-9.47,0.098,1.971,9.673
2026-03-01 2:46:57,19.9,51,3867,206,13,0,-9.503,0.108,1.983,9.709
2026-03-01 2:47:57,19.9,51,3871,206,12,0,-9.515,0.146,1.952,9.715
2026-03-01 2:48:57,19.9,50,3869,206,14,0,-9.527,0.113,1.964,9.728
2026-03-01 2:49:57,19.9,50,3863,206,11,0,-9.511,0.153,1.94,9.708
2026-03-01 2:50:57,19.9,50,3863,206,14,0,-9.511,0.139,1.942,9.708
2026-03-01 2:51:57,19.9,50,3865,206,14,0,-9.506,0.153,1.89,9.693
2026-03-01 2:52:57,19.9,50,3866,206,13,0,-9.523,0.137,1.957,9.723
2026-03-01 2:53:57,19.9,50,3860,206,10,0,-9.489,0.129,1.916,9.681
2026-03-01 2:54:57,19.9,50,3868,206,15,0,-9.465,0.158,1.914,9.658
2026-03-01 2:55:57,19.9,50,3859,206,12,0,-9.501,0.139,1.916,9.693
2026-03-01 2:56:57,19.9,50,3871,206,14,0,-9.508,0.125,1.947,9.706
2026-03-01 2:57:57,19.9,50,3868,207,16,0,-9.506,0.139,1.918,9.698
2026-03-01 2:58:57,19.9,50,3863,206,14,0,-9.539,0.146,1.952,9.738
2026-03-01 2:59:57,19.9,50,3868,206,15,0,-9.472,0.158,1.952,9.673
2026-03-01 3:00:57,19.8,50,3869,206,26,0,-9.489,0.137,1.926,9.683
2026-03-01 3:01:57,19.8,50,3866,206,11,0,-9.513,0.146,1.933,9.708
2026-03-01 3:02:57,19.8,50,3865,206,15,0,-9.472,0.129,1.923,9.666
2026-03-01 3:03:57,19.8,50,3869,206,24,0,-9.472,0.117,1.928,9.667
2026-03-01 3:04:57,19.9,49,3865,206,25,0,-9.535,-0.053,1.638,9.674
2026-03-01 3:05:57,19.9,49,3866,206,14,0,-9.566,-0.031,1.617,9.701
2026-03-01 3:06:57,19.9,49,3861,206,18,0,-9.58,-0.043,1.688,9.728
2026-03-01 3:07:57,19.9,49,3863,206,12,0,-9.568,-0.029,1.657,9.711
2026-03-01 3:08:57,19.9,49,3864,206,15,0,-9.556,-0.079,1.643,9.697
2026-03-01 3:09:57,19.9,49,3867,206,10,0,-9.539,-0.053,1.66,9.683
2026-03-01 3:10:57,19.9,50,3867,206,18,0,-9.549,-0.024,1.667,9.693
2026-03-01 3:11:57,19.9,50,3863,206,13,0,-9.475,0.065,2.012,9.686
2026-03-01 3:12:57,19.9,50,3869,206,14,0,-9.46,0.11,2.088,9.689
2026-03-01 3:13:57,19.9,50,3868,206,24,0,-9.458,0.122,2.117,9.693
2026-03-01 3:14:57,19.9,49,3859,206,12,0,-9.475,0.122,2.115,9.709
2026-03-01 3:15:57,19.9,49,3864,206,14,0,-9.518,0.144,2.091,9.746
2026-03-01 3:16:57,19.9,49,3864,206,12,0,-9.508,0.132,2.165,9.753
2026-03-01 3:17:57,19.9,49,3870,206,12,0,-9.424,0.156,2.163,9.671
2026-03-01 3:18:57,19.9,49,3868,206,12,0,-9.46,0.113,2.132,9.698
2026-03-01 3:19:57,19.9,49,3871,206,13,0,-9.484,0.108,2.11,9.717
2026-03-01 3:20:57,19.9,49,3864,206,17,0,-9.458,0.108,2.153,9.701
2026-03-01 3:21:57,19.9,49,3865,206,13,0,-9.47,0.125,2.134,9.708
2026-03-01 3:22:57,19.9,49,3865,206,13,0,-9.506,0.127,2.139,9.744
2026-03-01 3:23:57,19.9,49,3863,206,16,0,-9.446,0.113,2.108,9.679
2026-03-01 3:24:57,19.9,49,3871,206,14,0,-9.487,0.108,2.098,9.716
2026-03-01 3:25:57,19.9,49,3865,206,14,0,-9.463,0.134,2.079,9.689
2026-03-01 3:26:57,19.9,49,3866,206,21,0,-9.463,0.117,2.167,9.708
2026-03-01 3:27:57,19.9,49,3868,206,22,0,-9.489,0.12,2.132,9.726
2026-03-01 3:28:57,19.9,49,3863,206,11,0,-9.465,0.101,2.151,9.707
2026-03-01 3:29:57,19.9,49,3864,206,14,0,-9.46,0.122,2.108,9.693
2026-03-01 3:30:57,19.9,49,3863,206,12,0,-9.499,0.132,2.11,9.731
2026-03-01 3:31:57,19.9,49,3867,206,12,0,-9.477,0.11,2.167,9.722
2026-03-01 3:32:57,19.9,49,3867,206,18,0,-9.465,0.146,2.139,9.705
2026-03-01 3:33:57,19.9,50,3867,206,26,0,-9.46,0.165,2.112,9.695
2026-03-01 3:34:57,19.8,50,3864,206,15,0,-9.475,0.108,2.165,9.72
2026-03-01 3:35:57,19.8,50,3859,206,21,0,-9.47,0.065,2.182,9.718
2026-03-01 3:36:57,19.9,50,3871,206,13,0,-9.441,0.122,2.156,9.685
2026-03-01 3:37:57,19.9,50,3869,206,12,0,-9.463,0.103,2.11,9.696
2026-03-01 3:38:57,19.9,50,3867,206,18,0,-9.489,0.086,2.103,9.72
2026-03-01 3:39:57,19.9,50,3869,206,19,0,-9.475,0.137,2.144,9.715
2026-03-01 3:40:57,19.9,50,3861,206,12,0,-9.475,0.12,2.184,9.724
2026-03-01 3:41:57,19.9,49,3871,206,16,0,-9.489,0.11,2.179,9.737
2026-03-01 3:42:57,19.9,49,3867,206,13,0,-9.451,0.093,2.103,9.682
2026-03-01 3:43:57,19.9,49,3862,206,14,0,-9.441,0.127,2.136,9.681
2026-03-01 3:44:57,19.9,49,3862,206,13,0,-9.468,0.148,2.165,9.713
2026-03-01 3:45:57,19.9,49,3870,206,14,0,-9.472,0.115,2.146,9.713
2026-03-01 3:46:57,19.9,49,3868,206,12,0,-9.47,0.117,2.158,9.713
2026-03-01 3:47:57,19.9,49,3867,206,10,0,-9.468,0.096,2.199,9.72
2026-03-01 3:48:57,19.9,49,3868,206,14,0,-9.479,0.115,2.141,9.719
2026-03-01 3:49:57,19.9,49,3864,206,18,0,-9.441,0.163,2.127,9.679
2026-03-01 3:50:57,19.9,49,3871,206,16,0,-9.47,0.11,2.088,9.698
2026-03-01 3:51:57,19.9,49,3871,206,13,0,-9.532,-0.089,1.736,9.689
2026-03-01 3:52:57,19.8,49,3867,206,16,0,-9.511,-0.077,1.882,9.695
2026-03-01 3:53:57,19.8,50,3871,206,12,0,-9.525,-0.053,1.918,9.716
2026-03-01 3:54:57,19.8,50,3869,206,12,0,-9.477,-0.031,1.93,9.672
2026-03-01 3:55:57,19.8,50,3870,206,17,0,-9.52,-0.029,1.945,9.717
2026-03-01 3:56:57,19.8,50,3864,206,14,0,-9.537,-0.041,1.94,9.732
2026-03-01 3:57:57,19.8,50,3869,206,11,0,-9.477,-0.022,1.844,9.655
2026-03-01 3:58:57,19.8,50,3858,206,11,0,-9.53,-0.05,1.882,9.714
2026-03-01 3:59:57,19.8,50,3869,206,14,0,-9.527,-0.026,1.914,9.718
2026-03-01 4:00:57,19.9,50,3868,206,14,0,-9.575,-0.019,1.906,9.763
2026-03-01 4:01:57,19.9,50,3863,206,11,0,-9.539,-0.024,1.863,9.72
2026-03-01 4:02:57,19.9,50,3864,207,15,0,-9.518,-0.053,1.839,9.694
2026-03-01 4:03:57,19.9,50,3876,207,15,0,-9.539,0.014,1.849,9.717
2026-03-01 4:04:57,19.9,50,3868,206,14,0,-9.487,-0.026,1.82,9.66
2026-03-01 4:05:57,19.9,50,3868,206,14,0,-9.458,0.034,2.158,9.701
2026-03-01 4:06:57,19.9,50,3864,206,16,0,-9.46,0.053,2.16,9.704
2026-03-01 4:07:57,19.9,50,3858,206,16,0,-9.542,0.053,1.928,9.735
2026-03-01 4:08:57,19.9,50,3869,206,12,0,-9.491,0.084,2.141,9.73
2026-03-01 4:09:57,19.9,50,3859,206,14,0,-9.479,0.053,2.026,9.694
2026-03-01 4:10:57,19.9,50,3867,207,16,0,-9.47,0.048,2.031,9.685
2026-03-01 4:11:57,19.9,50,3861,206,13,0,-9.472,0.079,2.088,9.7
2026-03-01 4:12:57,19.9,50,3866,206,15,0,-9.496,0.031,2.036,9.712
2026-03-01 4:13:57,19.9,50,3864,206,10,0,-9.451,0.046,2.055,9.672
2026-03-01 4:14:57,19.9,50,3871,206,15,0,-9.458,0.081,2.088,9.686
2026-03-01 4:15:57,19.9,50,3864,207,18,0,-9.468,0.069,1.993,9.675
2026-03-01 4:16:57,19.9,50,3868,206,15,0,-9.477,0.057,2.074,9.702
2026-03-01 4:17:57,19.9,50,3869,206,13,0,-9.494,0.057,2.165,9.738
2026-03-01 4:18:57,19.9,50,3868,206,15,0,-9.463,0.101,2.199,9.715
2026-03-01 4:19:57,19.9,50,3862,206,12,0,-9.46,0.086,2.151,9.702
2026-03-01 4:20:57,19.9,50,3870,207,14,0,-9.417,0.086,2.191,9.669
2026-03-01 4:21:57,19.9,50,3868,205,16,0,-9.465,0.086,2.256,9.731
2026-03-01 4:22:57,19.9,50,3862,206,17,0,-9.396,0.081,2.445,9.709
2026-03-01 4:23:57,19.9,50,3868,206,12,0,-9.41,0.067,2.431,9.719
2026-03-01 4:24:57,19.9,50,3869,206,12,0,-9.391,0.053,2.453,9.706
2026-03-01 4:25:57,19.8,50,3871,206,14,0,-9.403,0.067,2.457,9.719
2026-03-01 4:26:57,19.8,50,3868,206,19,0,-9.456,0.06,2.52,9.786
2026-03-01 4:27:57,19.8,50,3869,206,11,0,-9.345,0.074,2.445,9.66
2026-03-01 4:28:57,19.8,50,3868,206,12,0,-9.379,0.06,2.433,9.69
2026-03-01 4:29:57,19.8,50,3868,206,12,0,-9.422,0.007,2.412,9.726
2026-03-01 4:30:57,19.8,50,3867,206,14,0,-9.424,0.05,2.462,9.741
2026-03-01 4:31:57,19.8,50,3863,206,12,0,-9.377,0.084,2.539,9.714
2026-03-01 4:32:57,19.8,50,3869,206,12,0,-9.412,0.077,2.438,9.723
2026-03-01 4:33:57,19.8,50,3864,206,14,0,-9.393,0.053,2.484,9.716
2026-03-01 4:34:57,19.8,50,3872,206,14,0,-9.36,0.038,2.512,9.691
2026-03-01 4:35:57,19.8,50,3864,206,12,0,-9.451,0.034,2.115,9.685
2026-03-01 4:36:57,19.9,50,3871,206,12,0,-9.494,0.038,2.084,9.72
2026-03-01 4:37:57,19.9,50,3870,206,13,0,-9.47,0.036,2.081,9.696
2026-03-01 4:38:57,19.9,50,3867,206,13,0,-9.489,0.048,2.122,9.724
2026-03-01 4:39:57,19.9,50,3869,206,10,0,-9.463,0.019,2.132,9.7
2026-03-01 4:40:57,19.8,50,3863,206,14,0,-9.475,-0.012,2.06,9.696
2026-03-01 4:41:57,19.8,50,3869,206,14,0,-9.491,0.034,2.081,9.717
2026-03-01 4:42:57,19.7,50,3869,206,10,0,-9.508,0.055,2.179,9.755
2026-03-01 4:43:57,19.7,50,3870,207,12,0,-9.448,0.012,2.105,9.68
2026-03-01 4:44:57,19.7,50,3861,207,16,0,-9.468,0.007,2.124,9.703
2026-03-01 4:45:57,19.7,50,3860,207,17,0,-9.458,0.029,2.11,9.69
2026-03-01 4:46:57,19.7,50,3868,206,16,0,-9.487,0.038,2.076,9.711
2026-03-01 4:47:57,19.7,50,3868,206,14,0,-9.465,0.012,2.129,9.702
2026-03-01 4:48:57,19.7,50,3867,206,24,0,-9.487,0.031,2.115,9.72
2026-03-01 4:49:57,19.8,50,3871,206,15,0,-9.479,0.01,2.165,9.724
2026-03-01 4:50:57,19.8,50,3868,206,14,0,-9.472,0.05,2.081,9.698
2026-03-01 4:51:57,19.8,50,3868,207,14,0,-9.491,0.019,2.065,9.713
2026-03-01 4:52:57,19.8,50,3866,206,16,0,-9.537,0.072,2.16,9.779
2026-03-01 4:53:57,19.8,50,3869,206,15,0,-9.518,0.01,2.12,9.751
2026-03-01 4:54:57,19.8,50,3867,207,14,0,-9.475,-0.014,2.136,9.713
2026-03-01 4:55:57,19.8,50,3869,206,14,0,-9.489,0.072,2.122,9.724
2026-03-01 4:56:57,19.8,50,3869,206,12,0,-9.475,0.01,2.105,9.706
2026-03-01 4:57:57,19.8,50,3875,207,18,0,-9.458,0.053,2.091,9.686
2026-03-01 4:58:57,19.9,50,3864,206,13,0,-9.501,0.038,2.1,9.731
2026-03-01 4:59:57,19.9,50,3871,206,12,0,-9.484,0.031,2.115,9.717
2026-03-01 5:00:57,19.9,50,3864,206,15,0,-9.475,0.077,2.122,9.71
2026-03-01 5:01:57,19.9,50,3865,206,16,0,-9.463,0.084,2.088,9.691
2026-03-01 5:02:57,19.9,50,3870,206,18,0,-9.518,0.034,2.086,9.744
2026-03-01 5:03:57,19.9,50,3871,206,13,0,-9.479,0.041,2.136,9.717
2026-03-01 5:04:57,19.9,50,3869,207,10,0,-9.487,0.014,2.148,9.727
2026-03-01 5:05:57,19.9,49,3864,206,32,0,-9.477,0.017,2.136,9.715
2026-03-01 5:06:57,19.9,49,3864,207,15,0,-9.398,-0.026,2.479,9.72
2026-03-01 5:07:57,19.9,49,3869,207,14,0,-9.412,0.041,2.443,9.724
2026-03-01 5:08:57,19.9,49,3871,206,15,0,-9.415,0.043,2.484,9.737
2026-03-01 5:09:57,19.9,49,3867,206,14,0,-9.386,0.012,2.469,9.705
2026-03-01 5:10:57,19.9,49,3864,207,14,0,-9.393,0.036,2.488,9.717
2026-03-01 5:11:57,19.9,49,3865,206,15,0,-9.403,0.007,2.491,9.727
2026-03-01 5:12:57,19.8,49,3859,206,24,0,-9.388,0.019,2.493,9.714
2026-03-01 5:13:57,19.8,49,3868,206,28,0,-9.398,0.024,2.476,9.719
2026-03-01 5:14:57,19.8,49,3868,206,12,0,-9.367,-0.014,2.57,9.713
2026-03-01 5:15:57,19.8,49,3869,206,30,0,-9.408,0.029,2.488,9.731
2026-03-01 5:16:57,19.8,49,3865,207,14,0,-9.429,0.029,2.503,9.756
2026-03-01 5:17:57,19.8,49,3869,206,12,0,-9.377,0.036,2.433,9.687
2026-03-01 5:18:57,19.8,49,3867,206,12,0,-9.396,-0.002,2.467,9.714
2026-03-01 5:19:57,19.8,49,3863,206,14,0,-9.381,0.022,2.491,9.706
2026-03-01 5:20:57,19.8,49,3861,206,13,0,-9.4,-0.019,2.51,9.73
2026-03-01 5:21:57,19.9,49,3861,207,12,0,-9.374,0.024,2.486,9.698
2026-03-01 5:22:57,19.9,49,3863,206,25,0,-9.391,0.024,2.565,9.735
2026-03-01 5:23:57,19.8,49,3870,206,15,0,-9.384,-0.007,2.508,9.713
2026-03-01 5:24:57,19.8,49,3865,207,12,0,-9.386,0.014,2.46,9.703
2026-03-01 5:25:57,19.8,49,3869,206,28,0,-9.405,-0.005,2.498,9.731
2026-03-01 5:26:57,19.8,49,3870,207,16,0,-9.408,0.031,2.508,9.736
2026-03-01 5:27:57,19.8,49,3861,206,15,0,-9.362,0.041,2.517,9.695
2026-03-01 5:28:57,19.8,49,3877,206,16,0,-9.381,-0.005,2.548,9.721
2026-03-01 5:29:57,19.8,49,3862,206,15,0,-9.379,0.007,2.551,9.72
2026-03-01 5:30:57,19.8,49,3871,206,22,0,-9.405,-0.017,2.524,9.738
2026-03-01 5:31:57,19.8,49,3868,206,13,0,-9.393,-0.002,2.445,9.706
2026-03-01 5:32:57,19.8,49,3868,206,15,0,-9.377,0.01,2.433,9.687
2026-03-01 5:33:57,19.8,49,3871,207,13,0,-9.372,0.019,2.421,9.679
2026-03-01 5:34:57,19.8,49,3869,206,16,0,-9.343,0.024,2.472,9.664
2026-03-01 5:35:57,19.8,49,3860,206,16,0,-9.403,0.053,2.472,9.722
2026-03-01 5:36:57,19.8,49,3868,206,14,0,-9.539,0.007,1.988,9.744
2026-03-01 5:37:57,19.8,49,3868,206,10,0,-9.434,-0.026,2.199,9.687
2026-03-01 5:38:57,19.8,49,3870,206,19,0,-9.446,0.002,2.232,9.706
2026-03-01 5:39:57,19.8,49,3859,206,14,0,-9.46,-0.036,2.232,9.72
2026-03-01 5:40:57,19.8,49,3875,206,14,0,-9.448,-0.005,2.261,9.715
2026-03-01 5:41:57,19.8,49,3871,206,13,0,-9.451,-0.012,2.259,9.717
2026-03-01 5:42:57,19.8,49,3871,206,14,0,-9.453,-0.012,2.282,9.725
2026-03-01 5:43:57,19.9,49,3865,206,13,0,-9.463,-0.022,2.278,9.733
2026-03-01 5:44:57,19.9,49,3867,206,15,0,-9.482,-0.014,2.314,9.76
2026-03-01 5:45:57,20,49,3871,206,18,0,-9.451,-0.026,2.318,9.731
2026-03-01 5:46:57,20,48,3870,206,12,0,-9.463,-0.019,2.278,9.733
2026-03-01 5:47:57,20,48,3863,206,21,0,-9.465,0.019,2.294,9.739
2026-03-01 5:48:57,20,48,3870,206,16,0,-9.46,0.026,2.287,9.733
2026-03-01 5:49:57,20,48,3861,206,16,0,-9.475,-0.036,2.328,9.757
2026-03-01 5:50:57,20,48,3869,206,12,0,-9.463,-0.05,2.285,9.735
2026-03-01 5:51:57,20,48,3868,206,14,0,-9.439,-0.034,2.259,9.705
2026-03-01 5:52:57,19.9,48,3863,206,14,0,-9.444,-0.038,2.34,9.729
